0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98
1.549422738,0.681792,0.020556287,0.529387,-0.650972215,0.651313,0.928404495,0.357983,0.041629122,0.508189,0.751298571,0.614464,-0.902199621,0.39798,-1.535311986,0.169387,0.329504108,0.150379,0,0,0,0,6.11E-05,0.137805,0,0,0,0,1.003632607,0.811716,-0.959616708,0.776737,0.64059157,0.470867,-0.666903065,0.605645,0,0,0,0,0,0,0,0,0,0,0,0,-0.0447285,-0.369603,-0.040897,-0.190367,-0.30725,-0.195843,-0.763952,0.152045,-0.467117,0.548741,0.22182,-0.179424,0.628974,0.200868,0.328391,0.581366,-0.0827658,0.989061,-0.257769,0.929215,-5,-5,-5,-5,0.0809928,0.989071,-5,-5,-5,-5,-0.120831,-0.489078,0.0314364,-0.478305,-0.215843,-0.559906,0.141852,-0.565227,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0
-1.543681387,0.720922,0.01464588,0.500012,1.559288932,0.797832,-1.290887624,0.679045,0.026927214,0.66954,1.454263613,0.752445,-1.308357303,0.531733,-1.524613555,0.204621,0.054163021,0.162855,0,0,0,0,-0.000431087,0.195651,0,0,0,0,0.793784585,0.881024,-0.655068448,0.900655,-0.223255928,0.829232,0.365068536,0.852457,0,0,0,0,0,0,0,0,0,0,0,0,-0.228022,-0.446331,-0.239311,-0.0300943,-0.622306,-0.035704,-0.616569,0.462823,-0.507944,0.0849384,0.166344,-0.0191685,0.223417,0.468372,0.114582,0.873513,-0.285123,0.961172,-0.491003,0.95001,-5,-5,-5,-5,-0.0624304,0.961076,-5,-5,-5,-5,-0.319597,-0.539455,-0.11408,-0.533865,-0.439668,-0.512194,0.000414848,-0.490105,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-0.341722,-0.545191,0
-1.517627009,0.621967,0.086870031,0.390585,-0.691150251,0.734848,0.812086527,0.711814,0.088541941,0.455282,0.655598948,0.726503,-0.778421817,0.692049,-1.554131887,0.123408,8.07E-05,0.0796769,0,0,0,0,-0.000108847,0.100349,0,0,0,0,0.92071553,0.821574,-0.949771705,0.851376,-0.317465315,0.660614,0.670020529,0.767972,0,0,0,0,0,0,0,0,0,0,0,0,0.0131719,-0.451999,-0.00859022,-0.0430863,-0.320839,-0.0702798,-0.854256,0.371001,-0.476998,0.768953,0.29935,-0.0157492,0.858951,0.414627,0.455523,0.812465,-0.0258479,0.992417,-0.199418,0.992403,-5,-5,-5,-5,0.130334,0.9924,-5,-5,-5,-5,-0.0736063,-0.566131,0.0910544,-0.560856,-0.173348,-0.533358,0.173633,-0.49543,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0
-1.385058219,0.864764,-0.08147008,0.797267,-0.45584825,0.843644,0.638264391,0.858547,-0.041106608,0.851185,0.471981689,0.89154,-0.778793166,0.891164,1.555540124,0.625371,-0.001273244,0.619572,1.527783195,0.763974,1.438223607,0.802813,-0.059306195,0.599885,1.4565784,0.773408,1.451654128,0.71675,0.699746852,0.866009,-0.697324395,0.881246,-0.096345712,0.799435,0.077685125,0.539292,-1.403197285,0.72419,-0.304041592,0.714485,-1.316978843,0.566354,1.404210429,0.682109,0.275135581,0.651909,0.557011364,0.599935,0.0960127,-0.709797,0.0703268,-0.5731,-0.19697,-0.551275,-0.542024,-0.382099,-0.291976,-0.196601,0.3377,-0.584097,0.690902,-0.403801,0.475106,-0.190837,0.0786563,-0.0271677,-0.0766948,-0.0269699,-0.0590636,0.38268,-0.00734377,0.770516,0.259602,-0.0379115,0.311588,0.415255,0.354772,0.775996,0.0441689,-0.753442,0.147988,-0.753338,-0.067808,-0.74262,0.216563,-0.748,0.328941,0.928674,0.39788,0.907043,0.346359,0.808427,0.0183458,0.923299,-0.0588465,0.901508,0.018599,0.786673,0
-1.491296007,0.896251,-0.030785831,0.795346,-0.372871478,0.841699,0.569443085,0.847791,-0.031076559,0.825822,0.376056004,0.893401,-0.594844008,0.843853,1.569941874,0.645364,-0.048481404,0.58775,1.437973376,0.777294,1.51243631,0.695361,-0.025770738,0.600848,1.427396593,0.813202,1.325992841,0.781337,0.458030379,0.905182,-0.506772775,0.921109,-0.049436384,0.799402,0.058148662,0.62944,-1.244077751,0.668742,-0.180486686,0.629146,1.522796727,0.575766,1.186292788,0.62706,0.240767804,0.549215,0.163056088,0.594881,-0.0358723,-0.752028,-0.0470625,-0.611568,-0.413414,-0.600286,-0.872728,-0.420616,-0.574115,-0.229449,0.308493,-0.622621,0.778212,-0.437154,0.446338,-0.21261,-0.0465968,-0.0665407,-0.27594,-0.0554131,-0.218876,0.371682,-0.195581,0.770389,0.170811,-0.0721447,0.239744,0.405261,0.331016,0.770621,-0.126897,-0.796903,0.0446873,-0.796749,-0.24184,-0.791216,0.136383,-0.791411,0.273959,0.938999,0.365814,0.922238,0.331553,0.7818,-0.127341,0.939031,-0.218853,0.916562,-0.127363,0.781612,0
0.740526686,0.405639,0.73083493,0.127582,-0.953578863,0.101085,-0.578804674,0.224717,0.818224696,0.348153,-0.24747676,0.610537,1.361527824,0.572886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.701675214,0.844,-0.741383863,0.850124,-0.00015695,0.241952,-0.139865007,0.864847,0,0,0,0,0,0,0,0,0,0,0,0,0.134823,-0.287747,0.404363,-0.0413724,0.260641,-0.170208,-0.117188,0.362158,-0.468335,0.591619,0.530311,0.0931283,-0.378216,0.322673,-0.540022,-0.439205,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0.00867116,-0.394365,0.269599,-0.411152,-0.144244,-0.394341,0.548295,-0.450388,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-0.0452474,-0.400158,0
1.478943287,0.769447,-0.026607939,0.642219,-1.299533671,0.752502,-1.441506799,0.778626,-0.013303873,0.632393,1.239301556,0.774661,1.387577697,0.757978,1.525319557,0.545779,-0.023166242,0.516874,0,0,0,0,-8.63E-05,0.501578,0,0,0,0,0.772710515,0.877157,-0.762716162,0.882057,-0.000333434,0.871854,-0.176215124,0.793631,0,0,0,0,0,0,0,0,-0.459124873,0.123737,0,0,-0.0307741,-0.505684,-0.0088349,-0.267505,-0.429888,-0.256299,-0.570045,0.247649,-0.629115,0.701982,0.419361,-0.273202,0.589074,0.219869,0.677389,0.696483,0.0355451,0.707705,-0.20105,0.713187,-5,-5,-5,-5,0.278916,0.707684,-5,-5,-5,-5,-0.104916,-0.577968,0.050305,-0.583166,-0.200887,-0.577936,0.175795,-0.605511,-0.495974,0.829317,-5,-5,-5,-5,-0.525742,0.840367,-0.503493,0.829368,-5,-5,0
-1.513162203,0.334104,-0.087694034,0.312316,0.274383657,0.365082,-1.136179248,0.307949,0.105097035,0.236361,-1.106123598,0.0526956,0.614349617,0.056819,1.525543245,0.0933912,0.000126587,0.0861768,0,0,0,0,-0.000199581,0.0816072,0,0,0,0,1.054367089,0.893168,-0.63710217,0.869046,-0.419148387,0.814012,0.563213088,0.397832,1.301688784,0.0577172,-0.009393989,0.0527587,-0.131625686,0.106786,-0.48001822,0.0501136,0,0,-0.129450899,0.0557205,0.039239,-0.453369,0.0232027,-0.175434,-0.224194,-0.153683,-0.513895,-0.235229,-0.387346,-0.507834,0.281323,-0.148206,0.502628,-0.589684,0.518294,-0.578633,0.0760148,0.990808,-0.129378,0.990782,-5,-5,-0.387529,-0.507787,0.281445,0.990767,-5,-5,0.497495,-0.595072,-0.0135357,-0.54631,0.149633,-0.535066,-0.124221,-0.496994,0.244452,-0.475194,0.413318,-0.900285,0.423537,-0.900381,0.539454,-0.600627,0.418398,-0.92738,-5,-5,0.576291,-0.633256,0
-0.840981447,0.731389,0.062376681,0.68739,-1.249627423,0.801908,-1.153747612,0.828499,0.064102715,0.694546,0.607616809,0.828129,-1.184418499,0.810824,-1.405514637,0.594665,0.025799949,0.538189,-1.451545626,0.286925,0,0,0.025389803,0.581235,-1.525114281,0.485861,0,0,0.476916543,0.881936,-1.001795722,0.879963,-0.04748026,0.727996,0,0,0,0,0,0,0,0,0,0,-0.326481966,0.0819645,0,0,0.184838,-0.67104,-0.10327,-0.348982,-0.45498,-0.370949,-0.614934,0.109845,-0.774882,0.470871,0.240752,-0.326899,0.688336,-0.0156592,0.848402,-0.409109,-0.23911,0.46539,-0.455109,0.459816,-0.519291,0.995473,-5,-5,-0.0233217,0.47087,-0.0473025,0.995455,-5,-5,0.0887722,-0.720677,0.216603,-0.720707,-0.143234,-0.709653,-5,-5,-5,-5,-5,-5,-5,-5,-0.830798,0.623696,-0.782939,0.607491,-5,-5,0
1.470197211,0.748609,-0.142964589,0.616655,-1.175249139,0.691644,1.190000037,0.764438,-0.178673425,0.563372,0.650372375,0.680104,0.967345546,0.776907,1.470146808,0.395506,-0.072058097,0.365027,0,0,0,0,5.88E-06,0.35895,0,0,0,0,0.894479922,0.851881,-1.225699883,0.863513,-0.369888248,0.847386,-0.415955034,0.878595,0,0,0,0,0,0,0,0,0,0,0,0,-0.152561,-0.408737,-0.134969,-0.234455,-0.400887,-0.196177,-0.553344,0.168942,-0.418128,0.506698,0.135187,-0.283245,0.557865,0.0383251,0.34004,-0.277723,-0.0347909,0.757498,-0.187389,0.768513,-5,-5,-5,-5,0.135159,0.757499,-5,-5,-5,-5,-0.22224,-0.495555,-0.113407,-0.517655,-0.291932,-0.468533,-0.0390742,-0.55049,-5,-5,-5,-5,0.0436311,0.801148,-5,-5,-5,-5,-5,-5,0
