0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210
65.4094,135.18,0.79481,66.0283,152.51,0.760143,69.7418,167.982,0.830548,74.0741,183.455,0.83266,78.4064,198.309,0.787747,85.2144,212.543,0.808788,95.7357,223.684,0.782032,109.352,232.967,0.816917,124.824,237.3,0.788154,141.535,233.586,0.707204,158.245,224.921,0.710561,170.004,213.162,0.739976,179.288,198.927,0.763878,185.477,183.455,0.74639,189.19,164.888,0.777216,193.523,148.177,0.796803,194.142,129.61,0.793905,72.8363,122.183,0.779339,80.2631,114.756,0.885226,90.1656,112.9,0.83079,100.687,110.424,0.817916,113.065,112.9,0.796706,134.727,109.805,0.813476,145.867,106.711,0.788733,158.864,106.092,0.883569,170.004,109.186,0.87805,179.288,114.137,0.906381,124.205,126.516,0.801615,124.205,137.656,0.850358,124.205,147.558,0.84859,124.205,157.461,0.820552,114.303,167.363,0.833514,119.254,167.982,0.913032,124.824,168.601,0.966845,130.394,167.363,0.886005,137.202,166.125,0.822984,85.2144,131.467,0.866044,92.6412,128.991,0.842267,100.068,128.372,0.927588,106.876,130.229,0.862575,100.068,132.705,0.908215,93.2601,132.705,0.839039,144.629,128.991,0.965287,150.818,125.278,0.883783,158.864,125.278,0.908934,166.291,128.372,0.863636,158.864,128.991,0.943755,150.818,128.991,0.913294,105.019,195.833,0.790914,110.589,184.693,0.78831,119.254,179.122,0.894607,124.824,181.598,0.877369,130.394,179.122,0.870859,139.059,185.93,0.825605,144.01,197.071,0.844271,138.44,205.116,0.808256,129.776,209.449,0.881555,122.968,210.687,0.823949,115.541,210.068,0.894879,108.733,205.116,0.834014,109.971,195.214,0.848222,119.254,189.025,0.916768,124.824,189.025,0.939597,129.776,189.025,0.905738,139.059,195.214,0.89978,129.776,198.309,0.849555,124.205,198.927,0.8515,118.635,198.309,0.786258,96.9736,128.991,0.86476,154.532,127.134,0.835294,1
66.1861,131.431,0.780242,66.8314,147.564,0.814402,68.7673,163.697,0.812597,73.2846,179.831,0.81517,78.4472,195.318,0.776286,88.127,210.161,0.803028,99.0975,221.776,0.771159,113.295,231.456,0.79093,129.428,235.974,0.830146,145.561,232.747,0.779723,160.403,224.358,0.821659,172.019,211.451,0.766033,181.699,197.9,0.776951,186.861,181.767,0.785165,190.088,164.343,0.769029,192.024,148.21,0.841368,194.605,131.431,0.755414,72.6393,115.944,0.866522,79.0925,106.909,0.88349,88.7723,102.392,0.875889,99.7428,101.747,0.882974,110.713,103.683,0.780544,139.753,103.683,0.779346,150.723,101.101,0.906588,162.984,101.747,0.862695,174.6,106.264,0.863035,181.699,114.008,0.850267,124.265,126.914,0.861512,124.265,137.885,0.912508,123.62,148.21,0.898766,123.62,158.535,0.841229,113.295,168.86,0.88064,119.102,169.505,0.913588,124.91,170.151,0.891021,130.073,168.86,0.948677,135.881,168.215,0.886888,84.9004,127.559,0.913367,93.2896,122.397,0.900428,101.033,123.688,0.825153,108.132,131.431,0.862723,99.0975,132.077,0.974842,91.9989,132.077,0.907884,144.915,130.786,0.898474,151.369,123.688,0.876665,161.048,123.042,0.938629,167.502,127.559,0.910528,161.048,132.077,0.954185,152.659,132.077,0.88313,103.615,194.028,0.907769,111.359,187.574,0.770825,119.748,183.702,0.866687,126.201,184.348,0.884493,133.3,183.057,0.838887,142.334,186.284,0.805649,150.723,194.028,0.927128,144.915,204.353,0.891815,134.59,209.515,0.92934,126.846,210.161,0.883187,119.748,209.515,0.968212,110.068,204.353,0.900272,108.777,194.028,0.902277,119.748,189.51,0.876202,126.201,189.51,0.874882,134.59,189.51,0.905391,145.561,194.028,0.90799,134.59,199.19,0.844158,126.846,199.19,0.837657,119.748,198.545,0.846421,97.8068,126.914,0.85606,155.886,126.914,0.972092,2
65.2574,133.588,0.786285,65.9012,149.038,0.745829,69.1201,165.132,0.781948,74.2702,182.514,0.788904,80.0641,198.608,0.757231,89.0769,211.483,0.805576,100.021,224.359,0.775267,114.184,232.084,0.788671,130.278,236.59,0.834957,147.016,234.015,0.746664,161.823,225.646,0.838454,174.054,212.771,0.735733,182.423,198.608,0.771787,187.573,182.514,0.774731,191.436,164.488,0.79739,193.367,148.394,0.831484,195.942,131.656,0.752696,72.3389,117.493,0.833676,79.4203,109.768,0.849978,89.0769,105.906,0.862676,100.021,103.33,0.875297,110.965,105.262,0.803442,139.291,104.618,0.744885,150.879,102.687,0.897362,161.823,103.33,0.889881,172.767,107.837,0.880327,181.779,114.918,0.878355,124.484,126.506,0.794929,123.197,137.45,0.831763,122.553,148.394,0.828029,121.909,158.694,0.824718,112.896,168.351,0.825381,118.69,168.995,0.896011,125.128,169.639,0.926677,130.278,168.995,0.938371,136.072,167.707,0.84914,84.5705,128.437,0.93693,92.2957,123.287,0.862029,100.021,123.287,0.884142,106.459,130.369,0.820611,99.3771,132.944,0.966728,91.0082,132.3,0.877018,145.728,129.725,0.888377,151.522,123.287,0.946957,161.179,123.287,0.975873,167.617,128.437,0.940315,161.179,132.3,0.926617,152.166,132.3,0.91312,104.527,194.102,0.869379,110.321,185.089,0.860818,119.978,180.583,0.869125,125.772,182.514,0.883256,134.141,179.939,0.846076,143.797,185.733,0.816393,151.522,195.389,0.895318,145.728,206.333,0.862993,136.072,211.483,0.899628,128.347,212.127,0.816218,119.978,210.84,0.948847,110.321,205.046,0.909189,109.677,194.745,0.850099,120.621,189.595,0.916212,126.415,189.595,0.915114,135.428,189.595,0.890066,146.372,195.389,0.908876,135.428,199.896,0.879424,127.703,200.539,0.838693,120.621,199.896,0.876077,96.1583,127.15,0.828569,156.029,127.15,0.934321,2
65.859,132.059,0.789807,66.5081,148.288,0.796301,68.4556,163.868,0.799309,73.649,180.746,0.793939,79.4915,196.326,0.747253,88.5798,210.608,0.815638,99.6156,224.24,0.76597,113.897,232.68,0.762149,130.126,236.575,0.83095,146.356,235.276,0.740325,161.936,226.188,0.809735,176.217,213.205,0.726646,183.358,198.923,0.746797,187.902,182.045,0.760758,191.797,164.517,0.77145,193.096,148.288,0.823568,196.341,131.41,0.74024,72.9998,116.479,0.867537,79.4915,108.689,0.838277,89.229,104.794,0.857549,100.265,102.197,0.85451,111.95,104.145,0.777561,140.513,103.496,0.774081,151.549,101.548,0.89789,162.585,102.846,0.850742,174.919,106.741,0.861138,182.709,113.882,0.88285,124.933,125.567,0.819552,124.933,136.603,0.866925,124.284,147.639,0.862521,123.635,158.025,0.818984,113.897,168.412,0.847229,119.74,168.412,0.94933,124.933,169.061,0.961349,130.776,168.412,0.933206,136.618,167.763,0.840951,85.334,127.515,0.915493,93.1239,122.321,0.883433,100.914,122.971,0.840972,108.055,130.76,0.825987,99.6156,132.059,0.986337,92.4748,132.059,0.887941,145.706,129.462,0.891538,151.549,122.971,0.922189,161.286,122.321,0.960242,168.427,127.515,0.913659,161.936,131.41,0.943722,152.847,132.059,0.896789,104.809,194.379,0.901934,111.301,184.641,0.795345,120.389,180.097,0.886434,126.881,182.694,0.850453,134.671,180.097,0.884508,145.057,185.29,0.839093,151.549,195.028,0.868591,146.356,206.064,0.856944,135.969,210.608,0.897811,128.828,210.608,0.868553,120.389,209.959,0.964118,111.301,204.765,0.902573,109.353,194.379,0.885641,120.389,189.835,0.915405,127.53,189.835,0.887503,135.32,189.185,0.900623,147.654,195.028,0.863999,135.969,199.572,0.886006,128.828,199.572,0.838434,121.038,198.923,0.840401,97.0189,126.866,0.842948,156.742,126.866,0.958942,2
64.3333,129.165,0.747746,63.1005,145.191,0.825803,65.566,162.45,0.751242,68.0316,179.092,0.78018,76.6609,194.502,0.811702,87.1395,208.678,0.783722,100.084,219.773,0.714714,114.877,229.019,0.775323,130.903,233.334,0.824636,146.929,229.019,0.775476,160.489,219.157,0.826622,170.968,208.062,0.807791,180.83,194.502,0.811751,186.994,179.092,0.769707,190.076,163.682,0.782248,191.925,145.807,0.782866,193.157,129.781,0.751573,71.7299,119.919,0.852736,79.7429,110.673,0.822175,90.8378,105.742,0.879988,101.933,105.742,0.898025,113.644,110.057,0.822833,141.998,110.057,0.773445,154.942,105.126,0.834119,166.653,103.893,0.815836,177.748,109.441,0.768253,184.528,119.919,0.855986,126.588,129.165,0.860514,125.972,139.643,0.958442,125.972,150.122,0.918725,125.972,162.45,0.840492,111.795,169.23,0.927789,119.191,170.463,0.89177,125.972,172.928,0.909978,132.752,169.846,0.89932,140.765,169.23,0.925634,86.5231,126.083,0.895503,92.6869,124.234,0.860049,101.933,124.85,0.957824,107.48,130.398,0.876658,101.316,130.398,0.949103,92.0705,129.781,0.938866,146.312,130.398,0.9271,153.709,125.467,0.893577,161.722,124.85,0.935695,169.735,129.165,0.876606,161.722,130.398,0.907457,154.942,131.014,0.907964,96.3852,184.023,0.969591,106.864,184.023,0.905295,119.191,182.79,0.804984,126.588,184.023,0.994355,135.217,182.79,0.851319,146.312,184.023,0.953782,156.791,187.105,0.877401,146.929,202.515,0.799926,135.834,209.295,0.905977,126.588,209.911,0.902531,118.575,209.295,0.823152,106.864,200.665,0.813043,100.7,185.256,0.82155,119.808,187.721,0.814758,126.588,188.338,0.921092,135.217,187.105,0.833099,153.709,188.954,0.860197,135.834,198.816,0.877378,126.588,199.433,0.883155,119.191,199.433,0.828583,97.0016,125.467,0.869409,156.791,126.699,0.837381,3
64.9647,129.832,0.778985,64.3238,145.855,0.830675,66.8875,161.879,0.790833,68.8103,179.184,0.772457,76.5016,193.285,0.762016,87.3976,207.385,0.810109,98.9344,218.281,0.757679,114.317,227.895,0.824173,130.34,232.382,0.814694,147.646,227.895,0.749344,161.106,218.281,0.774807,173.283,207.385,0.77273,183.538,193.285,0.706177,189.948,177.902,0.750931,191.23,161.238,0.814099,193.152,145.214,0.816059,194.434,129.191,0.75008,73.2969,115.731,0.85239,79.7063,108.681,0.829749,90.6022,104.194,0.867218,102.78,104.194,0.889522,113.035,108.681,0.838364,144.441,104.835,0.821492,155.337,100.348,0.846675,168.156,101.63,0.777853,178.411,108.681,0.772254,185.461,118.295,0.819586,127.136,125.345,0.807109,125.854,136.882,0.824368,125.854,149.06,0.802711,125.854,159.956,0.833923,114.317,167.006,0.892367,120.085,169.57,0.887504,127.777,170.852,0.88682,134.186,168.929,0.905912,139.955,167.006,0.856113,87.3976,126.627,0.859223,93.8069,124.063,0.909768,102.78,124.704,0.89974,108.549,130.473,0.925109,100.857,130.473,0.881997,93.166,130.473,0.953027,147.005,129.832,0.875727,154.696,124.704,0.931406,162.387,124.063,0.864333,170.079,126.627,0.897511,163.028,129.832,0.883915,154.696,130.473,0.968904,98.2935,186.234,0.955926,109.189,183.03,0.868293,120.726,181.748,0.872151,129.059,182.389,0.887487,134.827,181.748,0.934481,146.364,182.389,0.830393,159.183,186.234,0.907319,148.287,201.617,0.820927,136.109,207.385,0.858886,129.059,208.026,0.902764,120.085,207.385,0.849483,109.189,201.617,0.876268,102.78,186.875,0.882929,120.726,186.875,0.891491,129.059,186.875,0.882906,134.827,186.875,0.899844,154.696,186.875,0.944195,135.468,197.13,0.857575,129.059,198.412,0.803285,120.726,197.13,0.84659,98.2935,125.986,0.872901,158.542,125.345,0.869382,3
63.7803,128.414,0.802173,63.7803,144.353,0.793036,64.4179,162.205,0.82261,68.8809,178.781,0.816596,74.6189,194.721,0.821623,85.4575,208.747,0.737423,98.8464,220.223,0.753615,113.51,230.424,0.769462,130.087,234.25,0.811242,146.026,229.787,0.788902,160.69,220.223,0.8027,171.529,208.747,0.803816,181.73,194.721,0.79827,187.468,179.419,0.787138,191.293,163.48,0.814111,192.568,145.628,0.778455,192.568,128.414,0.787246,73.3438,113.75,0.796126,79.7194,107.374,0.909376,89.9205,102.274,0.911066,101.397,102.274,0.869132,112.235,106.737,0.773659,145.389,104.186,0.792352,155.59,100.999,0.854297,167.066,101.636,0.817038,176.629,107.374,0.851727,184.28,116.3,0.811971,125.624,127.776,0.831883,125.624,138.615,0.911429,124.987,150.091,0.874059,124.987,162.205,0.874804,114.148,169.218,0.861602,119.886,171.131,0.920909,125.624,173.043,0.923441,132.0,170.493,0.856029,139.013,169.218,0.863693,85.4575,127.139,0.906383,93.7459,122.676,0.90994,101.397,123.313,0.873273,108.41,130.964,0.841783,100.122,132.239,0.952415,91.8332,130.327,0.847871,146.026,132.239,0.910691,153.039,123.951,0.844383,161.328,123.951,0.917863,169.616,128.414,0.910694,161.965,132.239,0.881746,154.952,132.877,0.913738,99.4839,188.982,0.952336,110.323,187.707,0.860379,120.524,184.52,0.91288,126.262,187.07,0.845164,133.912,184.52,0.870771,145.389,186.432,0.820616,156.227,188.982,0.916319,146.026,204.284,0.866738,135.188,209.385,0.924014,127.537,210.022,0.88709,120.524,209.385,0.927577,109.685,203.646,0.830682,103.947,189.62,0.85782,120.524,189.62,0.892413,126.262,190.258,0.850398,134.55,189.62,0.868074,151.764,189.62,0.869236,134.55,199.184,0.875482,126.899,199.821,0.8485,120.524,199.821,0.900883,97.5712,126.501,0.798115,156.865,127.776,0.921067,3
61.6872,131.266,0.654746,61.1809,147.974,0.724674,63.2062,165.189,0.711406,66.7504,181.897,0.682918,73.8388,196.58,0.63348,84.9777,207.719,0.57276,97.6356,216.327,0.168006,111.812,216.327,0.0974454,93.5851,207.213,0.00257215,165.482,216.327,0.00892574,165.988,216.327,0.200888,174.595,208.732,0.439681,185.228,196.074,0.537704,191.304,181.391,0.616506,194.848,162.657,0.705059,195.354,145.442,0.71613,195.861,129.24,0.610278,69.282,122.658,0.76832,77.383,113.545,0.801359,89.0282,106.456,0.815978,101.686,106.456,0.836299,113.331,110.507,0.783139,139.66,110.0,0.667765,153.33,105.444,0.808519,167.001,104.937,0.75478,178.646,110.507,0.758144,186.241,121.139,0.804318,125.989,128.228,0.771762,125.989,138.86,0.899055,125.989,150.506,0.915469,125.989,162.657,0.832364,112.319,169.746,0.822155,118.395,170.758,0.939386,125.989,171.771,0.903163,134.09,170.252,0.9487,141.685,169.239,0.836081,85.484,128.734,0.784785,93.0788,125.696,0.863945,101.18,125.696,0.948129,108.268,130.253,0.796732,100.673,129.24,0.863006,93.0788,127.721,0.831049,147.761,129.24,0.845939,154.849,125.696,0.896905,162.444,125.696,0.961003,170.039,127.215,0.840532,162.444,128.228,0.871488,154.849,128.228,0.868175,94.0914,186.454,0.92059,105.737,183.416,0.867445,117.888,182.91,0.887194,126.496,184.429,0.837722,135.103,182.91,0.850646,149.28,182.91,0.791786,161.431,186.454,0.88265,150.292,203.162,0.657257,137.634,211.263,0.652321,127.002,211.263,0.71518,117.888,210.757,0.719887,105.737,202.15,0.737403,97.6356,186.96,0.864715,118.395,186.96,0.826485,126.496,188.479,0.838828,135.609,187.467,0.80956,157.887,186.96,0.889251,136.116,201.137,0.716975,126.496,202.656,0.868416,117.888,202.15,0.718307,97.1293,126.203,0.769854,158.9,126.203,0.827776,3
63.1161,127.33,0.771154,63.1161,144.474,0.788259,66.9258,160.348,0.810251,70.7355,176.221,0.770726,75.8151,191.46,0.752869,83.4345,206.064,0.805154,94.8637,216.858,0.744694,108.833,227.017,0.841742,124.706,231.462,0.81573,143.12,228.287,0.746584,156.454,220.033,0.74973,168.518,207.969,0.763305,177.407,195.27,0.75905,182.487,180.666,0.76329,185.027,164.157,0.756949,189.471,146.379,0.797648,190.741,130.505,0.783436,72.6404,114.631,0.881106,80.2598,105.107,0.857055,91.054,100.662,0.836732,103.118,100.027,0.901833,113.277,104.472,0.87188,143.755,104.472,0.820994,154.549,100.027,0.902216,165.978,100.027,0.826403,175.502,105.107,0.831213,183.122,115.266,0.867025,125.976,127.33,0.760396,124.706,139.394,0.852864,124.071,150.188,0.891589,124.071,160.982,0.888172,113.912,170.507,0.919732,118.992,171.142,0.927391,124.706,171.142,0.898622,129.786,171.142,0.914336,136.135,170.507,0.857803,86.6093,125.425,0.884267,92.9588,121.616,0.898231,102.483,124.155,0.860364,108.198,130.505,0.939293,99.3083,131.14,0.900635,92.9588,130.505,0.951453,145.025,131.14,0.897395,153.279,124.79,0.906041,162.169,124.79,0.885599,169.153,129.87,0.925911,162.803,133.68,0.849798,153.914,134.315,0.935764,103.753,195.905,0.882417,113.277,190.825,0.9017,119.627,186.381,0.908021,124.706,187.65,0.852544,130.421,186.381,0.871866,138.675,190.825,0.898008,146.93,195.905,0.871671,139.31,203.524,0.834468,131.056,206.699,0.864945,124.706,206.699,0.919243,118.992,206.699,0.95517,112.007,203.524,0.811856,108.833,195.905,0.939375,119.627,195.27,0.859323,124.706,195.27,0.911438,130.421,195.27,0.849019,143.755,195.905,0.897179,130.421,195.905,0.840624,124.706,196.54,0.891647,118.992,195.905,0.90384,98.0384,125.425,0.890395,157.089,127.965,0.833322,4
64.8074,127.221,0.778169,65.4314,144.693,0.772969,69.1753,160.916,0.793849,72.9192,176.516,0.77011,77.911,191.491,0.755628,86.0228,205.843,0.768829,98.5024,217.075,0.749928,110.982,226.434,0.803459,127.83,230.802,0.79406,144.677,227.058,0.786263,158.405,218.946,0.750749,169.636,207.091,0.818375,178.996,194.611,0.76832,183.988,179.636,0.777655,186.484,162.164,0.760669,190.228,146.565,0.846514,191.476,130.341,0.737545,73.5432,115.989,0.829005,80.407,107.254,0.881082,91.0146,102.262,0.875212,102.87,101.638,0.871855,114.102,106.63,0.835295,144.053,106.006,0.802586,154.661,101.638,0.898883,165.268,101.638,0.874161,175.876,106.63,0.87343,183.988,115.989,0.890862,125.958,128.469,0.791944,125.334,140.325,0.889138,125.334,150.932,0.92209,125.334,161.54,0.883881,115.35,170.9,0.925857,120.342,171.524,0.939646,125.334,172.148,0.909898,130.949,171.524,0.929178,136.565,170.9,0.863712,86.0228,126.597,0.908791,94.7585,122.853,0.884304,102.246,125.349,0.840521,109.11,131.589,0.94709,100.374,131.589,0.959496,92.8866,131.589,0.900174,145.301,131.589,0.94525,152.789,125.973,0.886261,161.525,125.349,0.86791,169.636,129.717,0.899755,162.149,132.213,0.862261,154.661,132.837,0.918665,105.366,195.859,0.893719,114.102,190.867,0.86545,120.342,186.499,0.938334,125.958,187.747,0.868676,131.573,186.499,0.882503,139.685,190.243,0.893371,148.421,195.859,0.852315,140.309,202.099,0.873441,132.821,205.843,0.856093,125.958,206.467,0.927879,120.342,205.843,0.952743,112.854,202.099,0.814992,109.734,195.859,0.887504,120.342,193.987,0.845447,125.958,194.611,0.887899,131.573,193.363,0.821255,144.677,195.859,0.895086,131.573,195.859,0.859146,125.958,196.483,0.918837,120.342,195.859,0.941336,99.1264,126.597,0.845708,156.533,127.221,0.867775,4
62.6199,127.435,0.756668,63.2473,143.748,0.825597,66.3844,159.433,0.763287,69.5215,177.001,0.754582,75.1682,193.314,0.74184,83.9521,205.235,0.781161,95.2456,218.41,0.76651,109.049,227.822,0.817787,124.734,230.959,0.814183,141.674,229.077,0.7549,155.478,219.665,0.797393,168.026,208.999,0.826142,176.182,194.569,0.768466,182.457,179.511,0.786337,184.966,163.825,0.797655,189.358,148.14,0.798267,190.613,129.945,0.725823,70.7763,114.259,0.839578,78.9327,107.358,0.880111,88.9714,102.966,0.874188,101.52,101.083,0.809171,112.813,104.221,0.842213,143.557,104.221,0.813169,154.223,100.456,0.859935,165.516,101.711,0.78613,174.928,107.358,0.814991,183.084,114.887,0.849806,124.734,128.062,0.806758,124.107,138.728,0.927218,124.107,149.395,0.926443,124.107,160.688,0.845478,113.441,169.472,0.915629,118.46,170.099,0.91421,124.107,171.982,0.889032,129.126,170.099,0.910647,134.773,169.472,0.867895,84.5795,126.18,0.8701,92.7359,123.043,0.872988,100.892,123.67,0.868439,107.794,129.945,0.869252,99.0101,131.827,0.920153,91.4811,129.945,0.869444,144.812,131.827,0.879498,152.968,124.298,0.891471,161.124,124.298,0.901498,168.653,129.317,0.943017,161.752,133.082,0.866059,153.595,133.709,0.932225,103.402,194.569,0.915021,112.813,189.549,0.866064,119.087,185.785,0.865231,124.107,188.922,0.906794,129.126,185.785,0.857545,138.537,189.549,0.911907,146.066,194.569,0.839757,138.537,202.725,0.859029,130.381,204.607,0.876507,124.107,205.235,0.917547,119.087,204.607,0.954042,110.931,203.352,0.812989,108.421,194.569,0.88341,119.087,193.941,0.913633,124.107,193.941,0.960721,129.754,193.941,0.890582,142.929,194.569,0.864141,129.754,195.196,0.832422,124.107,195.196,0.882117,119.087,195.196,0.86448,97.1278,125.553,0.789965,156.732,128.062,0.853075,4
61.9034,128.553,0.770139,62.5505,145.378,0.792969,66.4333,161.556,0.865081,70.9631,178.381,0.81356,76.1401,193.912,0.792065,84.5527,208.149,0.770697,96.201,219.797,0.784204,109.143,229.504,0.839525,126.616,234.034,0.79678,144.088,230.151,0.780215,158.972,221.739,0.764898,169.973,208.796,0.831674,179.68,196.501,0.761597,184.857,180.97,0.774601,186.798,163.497,0.764491,191.328,146.672,0.842,193.917,129.847,0.746734,71.6102,115.61,0.895442,78.7286,109.139,0.833673,90.3768,104.609,0.844975,102.025,103.962,0.858646,113.673,105.256,0.849307,140.205,105.903,0.743417,153.795,104.609,0.82128,164.796,105.256,0.915404,175.797,109.786,0.903638,184.21,115.61,0.860669,124.674,126.611,0.818846,124.027,137.612,0.871664,124.027,149.261,0.861726,124.027,160.909,0.877874,113.026,168.674,0.873149,118.85,170.616,0.916144,124.027,171.91,0.929612,129.851,170.616,0.868001,136.97,169.322,0.811712,85.847,127.258,0.851874,92.3182,124.67,0.915507,101.378,125.317,0.865439,107.849,130.494,0.941076,99.4366,131.141,0.906825,92.3182,131.141,0.957247,146.029,130.494,0.915843,153.795,125.317,0.946109,160.913,125.317,0.924545,169.326,129.847,0.906598,160.913,131.788,0.892386,154.442,131.788,0.937615,104.614,193.912,0.828812,113.026,188.088,0.914287,118.85,185.5,0.848895,124.674,187.441,0.918795,129.851,185.5,0.852836,138.911,188.088,0.900119,146.029,196.501,0.806016,138.911,202.325,0.887436,131.146,203.619,0.880574,124.027,203.619,0.93012,118.85,203.619,0.955169,112.379,201.678,0.83541,108.496,193.912,0.904206,118.85,192.618,0.934757,124.027,192.618,0.956757,129.851,192.618,0.897889,142.794,195.206,0.796306,130.499,193.912,0.83175,124.027,194.559,0.880032,118.85,193.912,0.882212,97.4952,125.964,0.876753,157.031,127.906,0.847101,5
63.9134,127.512,0.790043,64.5462,143.965,0.850275,67.7102,160.418,0.770773,72.1399,178.136,0.777887,77.8352,193.957,0.767772,85.4289,207.246,0.765278,97.4523,219.269,0.807765,110.108,228.761,0.843528,127.194,232.558,0.781568,144.28,229.394,0.810666,158.202,219.902,0.795974,169.593,209.144,0.834424,177.186,194.589,0.797528,184.147,179.402,0.814865,186.678,163.582,0.801648,191.108,147.129,0.783624,193.007,128.777,0.758529,72.7727,116.754,0.807148,80.3664,109.16,0.869006,90.4914,105.996,0.833245,101.249,103.465,0.841407,113.905,105.996,0.805697,140.483,106.629,0.768348,152.507,103.465,0.82084,164.53,105.996,0.841291,175.288,109.16,0.874811,182.249,117.387,0.832936,125.296,127.512,0.839504,124.663,138.269,0.934561,124.663,149.027,0.940234,124.663,159.785,0.852265,114.538,168.644,0.906813,119.601,169.277,0.944271,124.663,169.91,0.927674,130.358,169.277,0.978307,135.421,168.644,0.890908,85.4289,128.144,0.940531,93.6554,123.715,0.90688,101.249,124.348,0.868626,108.21,129.41,0.864883,99.9835,131.941,0.903905,93.0226,130.676,0.857051,145.546,129.41,0.930183,152.507,126.246,0.85681,160.733,126.879,0.907175,166.429,128.777,0.905528,160.733,131.941,0.890883,152.507,131.941,0.87083,108.21,193.957,0.829465,114.538,188.261,0.88414,120.233,183.832,0.937698,125.296,185.097,0.905744,130.358,184.465,0.951841,139.218,188.261,0.836718,144.913,194.589,0.924847,139.218,199.652,0.859354,130.991,203.449,0.895466,125.296,204.082,0.944762,120.233,203.449,0.945884,113.905,199.652,0.86527,110.741,193.324,0.877331,120.233,191.425,0.868783,125.296,192.058,0.925563,130.358,191.425,0.881636,141.116,193.957,0.873369,130.358,193.324,0.898192,125.296,193.957,0.954793,120.233,193.957,0.925667,97.4523,127.512,0.81985,155.671,128.144,0.967711,5
63.9049,126.821,0.74636,64.5377,144.54,0.803785,67.7019,160.361,0.787002,71.4989,176.815,0.763721,77.1944,192.003,0.74124,84.7885,205.926,0.817921,96.1796,217.317,0.759484,110.102,226.176,0.854941,125.923,230.606,0.850676,143.642,227.442,0.738491,156.299,219.848,0.780037,168.323,207.191,0.760527,176.55,195.167,0.786273,182.245,179.979,0.777691,186.042,164.158,0.771647,190.472,146.439,0.786048,193.004,129.352,0.764334,72.7646,114.797,0.850786,80.3586,109.102,0.879982,91.7497,105.305,0.828498,103.774,104.039,0.852983,115.165,105.305,0.819079,141.111,107.203,0.759869,153.768,104.672,0.831718,165.159,105.937,0.881734,175.284,109.734,0.914937,183.511,116.696,0.810143,125.29,126.188,0.813594,125.29,138.845,0.890381,124.657,149.603,0.940668,124.657,160.361,0.878303,114.532,169.221,0.843991,119.595,169.854,0.948341,125.29,170.487,0.9402,130.353,169.854,0.934868,136.681,169.221,0.847457,86.687,126.188,0.83272,94.281,123.657,0.903304,101.875,124.29,0.866504,108.836,129.352,0.931248,100.609,129.985,0.939381,93.6482,129.985,0.930452,146.174,129.985,0.94103,153.768,124.923,0.903971,160.729,124.923,0.944699,168.323,129.352,0.907239,160.729,131.251,0.894309,154.401,131.251,0.881407,105.039,191.37,0.871713,113.266,185.675,0.868717,120.227,182.511,0.85892,125.29,185.042,0.940177,130.986,183.143,0.863677,139.845,185.675,0.907108,145.541,193.269,0.838728,139.845,199.597,0.891191,131.618,200.863,0.886527,125.29,200.863,0.914803,119.595,200.863,0.944601,112.0,198.964,0.809286,109.469,191.37,0.906822,120.227,190.105,0.953171,125.29,190.738,0.984025,130.986,190.105,0.904919,143.009,192.636,0.792745,131.618,191.37,0.829706,125.29,192.003,0.890395,119.595,191.37,0.875376,98.7109,124.923,0.843618,156.299,128.72,0.872422,5
